,City,State,Country,Update,Latitude,Longitude,Confirmed,Deaths,Recovered
3391,,,Thailand,2020-03-01 07:13:07,15.0,101.0,42.0,1.0,28.0
3392,,Taiwan,Taiwan,2020-03-01 07:43:01,23.7,121.0,40.0,1.0,9.0
3393,,,UK,2020-03-01 23:23:02,55.0,-3.0,36.0,0.0,8.0
3394,,,Malaysia,2020-03-01 12:53:02,2.5,112.5,29.0,0.0,18.0
3395,,,Switzerland,2020-03-01 23:23:02,46.8182,8.2275,27.0,0.0,0.0
3396,,,United Arab Emirates,2020-02-29 12:33:03,24.0,54.0,21.0,0.0,5.0
3397,,,Iraq,2020-03-01 16:43:02,33.0,44.0,19.0,0.0,0.0
3398,,,Norway,2020-03-01 20:43:02,60.472,8.4689,19.0,0.0,0.0
3399,,Qinghai,Mainland China,2020-02-21 04:43:02,35.7452,95.9956,18.0,0.0,18.0
3400,,,Vietnam,2020-02-25 08:53:02,16.0,108.0,16.0,0.0,16.0
3401,,,Austria,2020-03-01 23:33:03,47.5162,14.5501,14.0,0.0,0.0
3402,,"Toronto, ON",Canada,2020-03-01 23:33:03,43.6532,-79.3832,14.0,0.0,2.0
3403,,,Sweden,2020-03-01 23:23:02,63.0,16.0,14.0,0.0,0.0
3404,,,Israel,2020-03-01 23:23:02,31.0,35.0,10.0,0.0,1.0
3405,,,Lebanon,2020-03-01 15:33:03,33.8547,35.8623,10.0,0.0,0.0
3406,,Macau,Macau,2020-02-27 12:43:02,22.1667,113.55,10.0,0.0,8.0
3407,,,Netherlands,2020-03-01 15:33:03,52.1326,5.2913,10.0,0.0,0.0
3408,,Queensland,Australia,2020-02-29 02:03:10,-28.0167,153.4,9.0,0.0,1.0
3409,,"Seattle, WA",US,2020-03-01 21:13:12,47.6062,-122.3321,9.0,1.0,1.0
3410,,British Columbia,Canada,2020-02-29 23:23:13,49.2827,-123.1207,8.0,0.0,3.0
3411,,Victoria,Australia,2020-02-29 02:03:10,-37.8136,144.9631,7.0,0.0,4.0
3412,,,Croatia,2020-03-01 23:33:03,45.1,15.2,7.0,0.0,0.0
3413,,,Greece,2020-03-01 23:23:02,39.0742,21.8243,7.0,0.0,0.0
3414,,New South Wales,Australia,2020-03-01 23:33:03,-33.8688,151.2093,6.0,0.0,4.0
3415,,,Ecuador,2020-03-01 23:33:03,-1.8312,-78.1834,6.0,0.0,0.0
3416,,,Finland,2020-03-01 23:23:02,64.0,26.0,6.0,0.0,1.0
3417,,,Oman,2020-02-29 12:33:03,21.0,57.0,6.0,0.0,1.0
3418,,,Mexico,2020-03-01 23:33:03,23.0,-102.0,5.0,0.0,0.0
3419,,,Denmark,2020-03-01 23:33:03,56.2639,9.5018,4.0,0.0,0.0
3420,,,Pakistan,2020-02-29 18:03:05,30.3753,69.3451,4.0,0.0,0.0
3421,,South Australia,Australia,2020-02-29 02:03:10,-34.9285,138.6007,3.0,0.0,2.0
3422,,,Azerbaijan,2020-03-01 02:43:03,40.1431,47.5769,3.0,0.0,0.0
3423,,,Czech Republic,2020-03-01 15:53:06,49.8175,15.473,3.0,0.0,0.0
3424,,,Georgia,2020-03-01 15:43:03,42.3154,43.3569,3.0,0.0,0.0
3425,,,Iceland,2020-03-01 23:33:03,64.9631,-19.0208,3.0,0.0,0.0
3426,,,India,2020-02-16 07:43:02,21.0,78.0,3.0,0.0,3.0
3427,,,Philippines,2020-02-12 07:43:02,13.0,122.0,3.0,1.0,1.0
3428,,,Qatar,2020-03-01 23:33:03,25.3548,51.1839,3.0,0.0,0.0
3429,,,Romania,2020-02-28 15:33:03,45.9432,24.9668,3.0,0.0,0.0
3430,,"Chicago, IL",US,2020-03-01 03:53:02,41.8781,-87.6298,3.0,0.0,2.0
3431,,"Santa Clara, CA",US,2020-02-29 01:33:03,37.3541,-121.9552,3.0,0.0,1.0
3432,,Western Australia,Australia,2020-03-01 02:43:03,-31.9505,115.8605,2.0,1.0,0.0
3433,,,Belgium,2020-03-01 12:43:02,50.8333,4.0,2.0,0.0,1.0
3434,,,Brazil,2020-02-29 21:03:05,-14.235,-51.9253,2.0,0.0,0.0
3435,,,Egypt,2020-03-01 23:33:03,26.0,30.0,2.0,0.0,1.0
3436,,,Russia,2020-02-12 14:43:03,60.0,90.0,2.0,0.0,2.0
3437,,"Sacramento County, CA",US,2020-02-27 20:33:02,38.4747,-121.3542,2.0,0.0,0.0
3438,,"San Benito, CA",US,2020-02-03 03:53:02,36.5761,-120.9876,2.0,0.0,0.0
3439,,"San Diego County, CA",US,2020-02-21 05:43:02,32.7157,-117.1611,2.0,0.0,1.0
3440,,"Snohomish County, WA",US,2020-03-01 20:23:06,48.033,-121.8339,2.0,0.0,0.0
3441,,,Afghanistan,2020-02-24 23:33:02,33.0,65.0,1.0,0.0,0.0
3442,,,Algeria,2020-02-25 23:43:03,28.0339,1.6596,1.0,0.0,0.0
3443,,,Armenia,2020-03-01 19:53:02,40.0691,45.0382,1.0,0.0,0.0
3444,,,Belarus,2020-02-28 16:23:03,53.7098,27.9534,1.0,0.0,0.0
3445,,,Cambodia,2020-02-12 07:43:02,11.55,104.9167,1.0,0.0,1.0
3446,," Montreal, QC",Canada,2020-02-28 05:23:07,45.5017,-73.5673,1.0,0.0,0.0
3447,,"London, ON",Canada,2020-02-12 18:53:03,42.9849,-81.2453,1.0,0.0,1.0
3448,,,Dominican Republic,2020-03-01 16:03:06,18.7357,-70.1627,1.0,0.0,0.0
3449,,,Estonia,2020-02-27 16:23:03,58.5953,25.0136,1.0,0.0,0.0
3450,,,Ireland,2020-03-01 07:13:07,53.1424,-7.6921,1.0,0.0,0.0
3451,,,Lithuania,2020-02-28 16:23:03,55.1694,23.8813,1.0,0.0,0.0
3452,,,Luxembourg,2020-03-01 07:13:07,49.8153,6.1296,1.0,0.0,0.0
3453,,Tibet,Mainland China,2020-02-12 06:43:02,31.6927,88.0924,1.0,0.0,1.0
3454,,,Monaco,2020-02-29 00:33:01,43.7333,7.4167,1.0,0.0,0.0
3455,,,Nepal,2020-02-12 14:43:03,28.1667,84.25,1.0,0.0,1.0
3456,,,New Zealand,2020-02-28 16:23:03,-40.9006,174.886,1.0,0.0,0.0
3457,,,Nigeria,2020-02-28 16:23:03,9.082,8.6753,1.0,0.0,0.0
3458,,,North Macedonia,2020-02-27 16:23:03,41.6086,21.7453,1.0,0.0,0.0
3459,,,San Marino,2020-03-01 07:13:07,43.9424,12.4578,1.0,0.0,0.0
3460,,,Sri Lanka,2020-02-08 03:43:03,7.0,81.0,1.0,0.0,1.0
3461,,"Boston, MA",US,2020-02-28 21:13:12,42.3601,-71.0589,1.0,0.0,1.0
3462,,"Humboldt County, CA",US,2020-02-21 05:13:09,40.745,-123.8695,1.0,0.0,0.0
3463,,"Los Angeles, CA",US,2020-02-01 19:53:03,34.0522,-118.2437,1.0,0.0,0.0
3464,,"Madison, WI",US,2020-02-05 21:53:02,43.0731,-89.4012,1.0,0.0,0.0
3465,,"Orange, CA",US,2020-02-01 19:53:03,33.7879,-117.8531,1.0,0.0,0.0
3466,,"Portland, OR",US,2020-02-29 02:23:11,45.5051,-122.675,1.0,0.0,0.0
3467,,"Providence, RI",US,2020-03-01 15:33:03,41.824,-71.4128,1.0,0.0,0.0
3468,,"San Antonio, TX",US,2020-02-13 18:53:02,29.4241,-98.4936,1.0,0.0,0.0
3469,,"Tempe, AZ",US,2020-02-25 21:23:03,33.4255,-111.94,1.0,0.0,1.0
3470,,From Diamond Princess,Australia,2020-02-29 02:03:10,35.4437,139.638,0.0,0.0,0.0
3471,,"Lackland, TX (From Diamond Princess)",US,2020-02-24 23:33:02,29.3829,-98.6134,0.0,0.0,0.0
3472,,"Omaha, NE (From Diamond Princess)",US,2020-02-24 23:33:02,41.2545,-95.9758,0.0,0.0,0.0
3473,,"Travis, CA (From Diamond Princess)",US,2020-02-24 23:33:02,38.2721,-121.9399,0.0,0.0,0.0
3474,,Hubei,China,2020-03-15 18:20:18,30.9756,112.2707,67794.0,3085.0,54288.0
3475,,,Italy,2020-03-14 20:13:16,41.8719,12.5674,24747.0,1809.0,2335.0
3476,,,Iran,2020-03-15 18:20:18,32.4279,53.688,13938.0,724.0,4590.0
3477,,,"Korea, South",2020-03-15 18:20:18,35.9078,127.7669,8162.0,75.0,510.0
3478,,,Spain,2020-03-15 18:20:18,40.4637,-3.7492,7798.0,289.0,517.0
3479,,,Germany,2020-03-15 18:20:18,51.1657,10.4515,5795.0,11.0,46.0
3480,,France,France,2020-03-15 18:20:18,46.2276,2.2137,4499.0,91.0,12.0
3481,,,Switzerland,2020-03-15 18:20:18,46.8182,8.2275,2200.0,14.0,4.0
3482,,Guangdong,China,2020-03-15 18:20:18,23.3417,113.4244,1360.0,8.0,1304.0
3483,,Henan,China,2020-03-14 09:53:08,33.882,113.61399999999999,1273.0,22.0,1250.0
3484,,Zhejiang,China,2020-03-15 01:33:02,29.1832,120.0934,1231.0,1.0,1211.0
3485,,,Norway,2020-03-15 18:20:18,60.472,8.4689,1221.0,3.0,1.0
3486,,United Kingdom,United Kingdom,2020-03-14 14:53:04,55.3781,-3.4360000000000004,1140.0,21.0,18.0
3487,,,Netherlands,2020-03-15 18:20:18,52.1326,5.2913,1135.0,20.0,2.0
3488,,,Sweden,2020-03-15 18:20:18,60.1282,18.6435,1022.0,3.0,1.0
3489,,Hunan,China,2020-03-14 08:33:03,27.6104,111.7088,1018.0,4.0,1014.0
3490,,Anhui,China,2020-03-11 02:18:14,31.8257,117.2264,990.0,6.0,984.0
3491,,Jiangxi,China,2020-03-12 02:13:04,27.614,115.7221,935.0,1.0,934.0
3492,,,Belgium,2020-03-15 18:20:18,50.5039,4.4699,886.0,4.0,1.0
3493,,Denmark,Denmark,2020-03-15 18:20:19,56.2639,9.5018,864.0,2.0,1.0
3494,,,Austria,2020-03-15 18:20:18,47.5162,14.5501,860.0,1.0,6.0
3495,,,Japan,2020-03-14 22:33:03,36.2048,138.2529,839.0,22.0,118.0
3496,,Shandong,China,2020-03-14 04:33:02,36.3427,118.1498,760.0,7.0,741.0
3497,,New York,US,2020-03-15 18:20:19,42.1657,-74.9481,732.0,3.0,0.0
3498,,Diamond Princess,Cruise Ship,2020-03-13 14:13:25,35.4498,139.6649,696.0,7.0,325.0
3499,,Washington,US,2020-03-15 02:13:21,47.4009,-121.4905,643.0,40.0,1.0
3500,,Jiangsu,China,2020-03-15 01:53:02,32.9711,119.455,631.0,0.0,631.0
3501,,Chongqing,China,2020-03-15 03:53:04,30.0572,107.874,576.0,6.0,570.0
3502,,Sichuan,China,2020-03-15 18:20:18,30.6171,102.7103,539.0,3.0,516.0
3503,,Heilongjiang,China,2020-03-15 00:33:02,47.861999999999995,127.7615,482.0,13.0,453.0
3504,,Beijing,China,2020-03-15 01:13:10,40.1824,116.4142,442.0,8.0,353.0
3505,,,Malaysia,2020-03-15 18:20:18,4.2105,101.9758,428.0,0.0,42.0
3506,,California,US,2020-03-15 18:33:03,36.1162,-119.6816,426.0,6.0,6.0
3507,,Shanghai,China,2020-03-14 23:53:02,31.201999999999998,121.4491,353.0,3.0,324.0
3508,,,Qatar,2020-03-14 22:33:03,25.3548,51.1839,401.0,0.0,4.0
3509,,Hebei,China,2020-03-13 11:09:03,38.0428,114.5149,318.0,6.0,310.0
3510,,Fujian,China,2020-03-11 02:18:14,26.0789,117.9874,296.0,1.0,295.0
3511,,Guangxi,China,2020-03-13 11:09:03,23.8298,108.7881,252.0,2.0,243.0
3512,,Shaanxi,China,2020-03-12 01:33:02,35.1917,108.8701,245.0,2.0,232.0
3513,,,Portugal,2020-03-15 18:20:18,39.3999,-8.2245,245.0,0.0,2.0
3514,,,Finland,2020-03-15 18:20:18,61.9241,25.7482,244.0,0.0,10.0
3515,,,Czechia,2020-03-15 18:20:18,49.8175,15.472999999999999,253.0,0.0,0.0
3516,,,Greece,2020-03-15 18:20:18,39.0742,21.8243,331.0,4.0,8.0
3517,,,Singapore,2020-03-15 18:20:18,1.3521,103.8198,226.0,0.0,105.0
3518,,,Slovenia,2020-03-15 18:20:18,46.1512,14.9955,219.0,1.0,0.0
3519,,,Bahrain,2020-03-14 11:53:29,26.0667,50.5577,214.0,0.0,60.0
3520,,,Israel,2020-03-15 18:20:18,31.0461,34.8516,251.0,0.0,4.0
3521,,Yunnan,China,2020-03-14 23:33:02,24.974,101.48700000000001,174.0,2.0,172.0
3522,,Hainan,China,2020-03-12 03:53:02,19.1959,109.7453,168.0,6.0,160.0
3523,,,Brazil,2020-03-15 18:20:18,-14.235,-51.9253,162.0,0.0,0.0
3524,,,Iceland,2020-03-15 18:20:18,64.9631,-19.0208,171.0,5.0,8.0
3525,,Guizhou,China,2020-03-14 00:53:03,26.8154,106.8748,146.0,2.0,143.0
3526,,Hong Kong,China,2020-03-15 18:20:18,22.3,114.2,145.0,4.0,81.0
3527,,,Philippines,2020-03-15 18:20:18,12.8797,121.774,140.0,11.0,2.0
3528,,Massachusetts,US,2020-03-14 22:13:19,42.2302,-71.5301,164.0,0.0,1.0
3529,,Tianjin,China,2020-03-15 18:20:18,39.3054,117.323,136.0,3.0,133.0
3530,,,Estonia,2020-03-15 18:20:18,58.5953,25.0136,171.0,0.0,1.0
3531,,New South Wales,Australia,2020-03-15 18:20:19,-33.8688,151.2093,134.0,2.0,4.0
3532,,Gansu,China,2020-03-15 18:20:18,36.0611,103.8343,133.0,2.0,91.0
3533,,Shanxi,China,2020-03-13 11:09:03,37.5777,112.2922,133.0,0.0,133.0
3534,,,Romania,2020-03-15 18:20:18,45.9432,24.9668,131.0,0.0,9.0
3535,,,Ireland,2020-03-14 20:13:16,53.1424,-7.6921,129.0,2.0,0.0
3536,,Liaoning,China,2020-03-15 04:13:27,41.2956,122.6085,125.0,1.0,114.0
3537,,,Poland,2020-03-15 18:20:18,51.9194,19.1451,119.0,3.0,0.0
3538,,,Indonesia,2020-03-15 18:20:18,-0.7893,113.9213,117.0,5.0,8.0
3539,,Florida,US,2020-03-15 18:20:19,27.7663,-81.6868,115.0,4.0,0.0
3540,,,Thailand,2020-03-15 18:20:18,15.87,100.9925,114.0,1.0,35.0
3541,,,India,2020-03-15 18:20:18,20.5937,78.9629,113.0,2.0,13.0
3542,,,Kuwait,2020-03-15 18:20:18,29.3117,47.4818,112.0,0.0,5.0
3543,,,Egypt,2020-03-15 18:20:18,26.8206,30.8025,110.0,2.0,21.0
3544,,,Iraq,2020-03-14 22:33:03,33.2232,43.6793,116.0,10.0,26.0
3545,,,Lebanon,2020-03-15 18:20:18,33.8547,35.8623,110.0,3.0,1.0
3546,,Ontario,Canada,2020-03-15 01:53:03,51.2538,-85.3232,104.0,0.0,4.0
3547,,,Saudi Arabia,2020-03-14 20:33:03,23.8859,45.0792,103.0,0.0,1.0
3548,,Colorado,US,2020-03-14 22:13:32,39.0598,-105.3111,131.0,1.0,0.0
3549,,Georgia,US,2020-03-15 18:20:19,33.0406,-83.6431,99.0,1.0,0.0
3550,,Jilin,China,2020-03-13 11:09:03,43.6661,126.1923,93.0,1.0,91.0
3551,,,San Marino,2020-03-15 18:20:18,43.9424,12.4578,101.0,5.0,4.0
3552,,Louisiana,US,2020-03-15 18:20:19,31.1695,-91.8678,91.0,2.0,0.0
3553,,,United Arab Emirates,2020-03-15 18:20:18,23.4241,53.8478,98.0,0.0,23.0
3554,,Xinjiang,China,2020-03-11 02:18:14,41.1129,85.2401,76.0,3.0,73.0
3555,,Inner Mongolia,China,2020-03-11 03:53:03,44.0935,113.9448,75.0,1.0,71.0
3556,,Ningxia,China,2020-03-14 09:53:08,37.2692,106.1655,75.0,0.0,73.0
3557,,New Jersey,US,2020-03-15 18:20:19,40.2989,-74.521,98.0,2.0,0.0
3558,,British Columbia,Canada,2020-03-15 01:53:02,53.7267,-127.6476,73.0,1.0,4.0
3559,,Illinois,US,2020-03-15 18:20:19,40.3495,-88.9861,93.0,0.0,2.0
3560,,,Russia,2020-03-15 18:20:18,61.523999999999994,105.3188,63.0,0.0,8.0
3561,,Texas,US,2020-03-15 18:20:19,31.0545,-97.5635,72.0,0.0,0.0
3562,,Queensland,Australia,2020-03-15 18:20:19,-28.0167,153.4,61.0,0.0,8.0
3563,,,Chile,2020-03-14 20:33:03,-35.6751,-71.543,74.0,0.0,0.0
3564,,,Luxembourg,2020-03-15 18:20:18,49.8153,6.1296,59.0,1.0,0.0
3565,,,Taiwan*,2020-03-15 06:53:03,23.7,121.0,59.0,1.0,20.0
3566,,Victoria,Australia,2020-03-15 18:20:19,-37.8136,144.9631,57.0,0.0,8.0
3567,,,Vietnam,2020-03-15 18:20:18,14.0583,108.2772,56.0,0.0,16.0
3568,,,Slovakia,2020-03-15 18:20:18,48.669,19.699,54.0,0.0,0.0
3569,,,Pakistan,2020-03-15 18:20:18,30.3753,69.3451,53.0,0.0,2.0
3570,,,South Africa,2020-03-15 18:20:18,-30.5595,22.9375,51.0,0.0,0.0
3571,,,Brunei,2020-03-15 18:20:18,4.5353,114.7277,50.0,0.0,0.0
3572,,,Croatia,2020-03-15 18:20:18,45.1,15.2,49.0,0.0,1.0
3573,,,Algeria,2020-03-15 18:20:18,28.0339,1.6596,48.0,4.0,12.0
3574,,Pennsylvania,US,2020-03-14 18:53:03,40.5908,-77.2098,66.0,0.0,0.0
3575,,,Serbia,2020-03-14 22:53:02,44.0165,21.0059,48.0,0.0,0.0
3576,,Diamond Princess,US,2020-03-10 02:33:04,35.4437,139.638,46.0,0.0,0.0
3577,,,Argentina,2020-03-15 18:20:18,-38.4161,-63.6167,45.0,2.0,1.0
3578,,Virginia,US,2020-03-15 18:20:19,37.7693,-78.17,45.0,1.0,0.0
3579,,,Bulgaria,2020-03-15 18:20:18,42.7339,25.4858,51.0,2.0,0.0
3580,,,Panama,2020-03-15 18:20:18,8.538,-80.7821,43.0,1.0,0.0
3581,,,Peru,2020-03-15 18:20:18,-9.19,-75.0152,43.0,0.0,0.0
3582,,,Albania,2020-03-15 18:20:18,41.1533,20.1683,42.0,1.0,0.0
3583,,,Mexico,2020-03-15 18:20:18,23.6345,-102.5528,41.0,0.0,4.0
3584,,Alberta,Canada,2020-03-15 01:53:03,53.9333,-116.5765,39.0,0.0,0.0
3585,,Oregon,US,2020-03-15 18:20:19,44.571999999999996,-122.0709,36.0,1.0,0.0
3586,,Minnesota,US,2020-03-15 18:20:19,45.6945,-93.9002,35.0,0.0,0.0
3587,,,Colombia,2020-03-15 18:20:18,4.5709,-74.2973,34.0,0.0,0.0
3588,,Michigan,US,2020-03-15 18:20:19,43.3266,-84.5361,33.0,0.0,0.0
3589,,,Hungary,2020-03-15 18:20:18,47.1625,19.5033,32.0,1.0,1.0
3590,,North Carolina,US,2020-03-15 18:20:19,35.6301,-79.8064,33.0,0.0,0.0
3591,,Tennessee,US,2020-03-14 22:33:04,35.7478,-86.6923,39.0,0.0,0.0
3592,,Maryland,US,2020-03-15 18:20:19,39.0639,-76.8021,32.0,0.0,0.0
3593,,,Georgia,2020-03-14 12:33:03,42.3154,43.3569,33.0,0.0,0.0
3594,,,Latvia,2020-03-15 18:20:18,56.8796,24.6032,30.0,0.0,1.0
3595,,Ohio,US,2020-03-15 18:20:19,40.3888,-82.7649,37.0,0.0,0.0
3596,,,Ecuador,2020-03-14 22:53:02,-1.8312,-78.1834,28.0,2.0,0.0
3597,,,Morocco,2020-03-15 18:20:18,31.7917,-7.0926,28.0,1.0,1.0
3598,,Wisconsin,US,2020-03-15 18:20:19,44.2685,-89.6165,32.0,0.0,1.0
3599,,,Belarus,2020-03-13 22:21:59,53.7098,27.9534,27.0,0.0,3.0
3600,,,Costa Rica,2020-03-15 18:20:18,9.7489,-83.7534,27.0,0.0,0.0
3601,,,Cyprus,2020-03-14 22:53:02,35.1264,33.4299,26.0,0.0,0.0
3602,,Quebec,Canada,2020-03-15 01:53:02,52.9399,-73.5491,24.0,0.0,0.0
3603,,Connecticut,US,2020-03-15 18:20:19,41.5978,-72.7554,24.0,0.0,0.0
3604,,Utah,US,2020-03-15 18:20:19,40.15,-111.8624,28.0,0.0,0.0
3605,,,Armenia,2020-03-15 18:20:18,40.0691,45.0382,26.0,0.0,0.0
3606,,,Bosnia and Herzegovina,2020-03-15 18:20:18,43.9159,17.6791,24.0,0.0,0.0
3607,,,Malta,2020-03-15 18:20:18,35.9375,14.3754,21.0,0.0,1.0
3608,,Grand Princess,US,2020-03-10 02:33:04,37.6489,-122.6655,21.0,0.0,0.0
3609,,Nevada,US,2020-03-14 22:33:03,38.3135,-117.0554,24.0,0.0,0.0
3610,,South Australia,Australia,2020-03-15 18:20:19,-34.9285,138.6007,20.0,0.0,3.0
3611,,,Oman,2020-03-15 18:20:18,21.4735,55.9754,22.0,0.0,9.0
3612,,Indiana,US,2020-03-15 18:20:19,39.8494,-86.2583,20.0,0.0,0.0
3613,,Rhode Island,US,2020-03-14 18:53:03,41.6809,-71.5118,20.0,0.0,0.0
3614,,South Carolina,US,2020-03-14 22:33:03,33.8569,-80.945,28.0,0.0,0.0
3615,,Qinghai,China,2020-03-11 02:18:14,35.7452,95.9956,18.0,0.0,18.0
3616,,,Tunisia,2020-03-14 20:53:02,33.8869,9.5375,18.0,0.0,0.0
3617,,Iowa,US,2020-03-15 18:20:19,42.0115,-93.2105,18.0,0.0,0.0
3618,,Kentucky,US,2020-03-15 02:53:02,37.6681,-84.6701,20.0,0.0,0.0
3619,,Western Australia,Australia,2020-03-14 13:33:04,-31.9505,115.8605,17.0,1.0,0.0
3620,,Nebraska,US,2020-03-15 18:20:19,41.1254,-98.2681,17.0,0.0,0.0
3621,,,Afghanistan,2020-03-15 18:20:18,33.9391,67.71,16.0,0.0,0.0
3622,,Arkansas,US,2020-03-15 18:20:19,34.9697,-92.3731,16.0,0.0,0.0
3623,,District of Columbia,US,2020-03-15 02:53:03,38.8974,-77.0268,16.0,0.0,0.0
3624,,,Azerbaijan,2020-03-13 12:13:36,40.1431,47.5769,23.0,1.0,6.0
3625,,,North Macedonia,2020-03-13 23:33:05,41.6086,21.7453,14.0,0.0,1.0
3626,,,Maldives,2020-03-15 18:20:18,3.2028,73.2207,13.0,0.0,0.0
3627,,New Mexico,US,2020-03-15 02:53:03,34.8405,-106.2485,13.0,0.0,0.0
3628,,,Lithuania,2020-03-15 18:20:18,55.1694,23.8813,12.0,0.0,1.0
3629,,,Moldova,2020-03-14 20:53:02,47.4116,28.3699,23.0,0.0,0.0
3630,,Alabama,US,2020-03-15 18:20:19,32.3182,-86.9023,12.0,0.0,0.0
3631,,Arizona,US,2020-03-14 18:13:23,33.7298,-111.4312,13.0,0.0,1.0
3632,,Faroe Islands,Denmark,2020-03-15 18:20:19,61.8926,-6.9118,11.0,0.0,0.0
3633,,,Dominican Republic,2020-03-14 20:53:02,18.7357,-70.1627,11.0,0.0,0.0
3634,,,Sri Lanka,2020-03-15 18:20:18,7.8731,80.7718,18.0,0.0,1.0
3635,,,Bolivia,2020-03-14 12:53:07,-16.2902,-63.5887,10.0,0.0,0.0
3636,,Macau,China,2020-03-11 18:52:03,22.1667,113.55,10.0,0.0,10.0
3637,,,Senegal,2020-03-13 23:33:05,14.4974,-14.4524,24.0,0.0,1.0
3638,,,Martinique,2020-03-14 14:53:04,14.6415,-61.0242,9.0,0.0,0.0
3639,,South Dakota,US,2020-03-14 16:53:03,44.2998,-99.4388,9.0,1.0,0.0
3640,,,Jamaica,2020-03-13 22:22:02,18.1096,-77.2975,10.0,0.0,0.0
3641,,,Kazakhstan,2020-03-15 18:20:18,48.0196,66.9237,9.0,0.0,0.0
3642,,,New Zealand,2020-03-15 18:20:18,-40.9006,174.886,8.0,0.0,0.0
3643,,Kansas,US,2020-03-14 22:33:03,38.5266,-96.7265,8.0,1.0,0.0
3644,,,Venezuela,2020-03-15 18:20:18,6.4238,-66.5897,10.0,0.0,0.0
3645,,,Cambodia,2020-03-14 12:53:07,12.5657,104.991,7.0,0.0,1.0
3646,,,Jordan,2020-03-15 18:20:18,30.5852,36.2384,8.0,0.0,1.0
3647,,,Reunion,2020-03-15 18:20:19,-21.1151,55.5364,7.0,0.0,0.0
3648,,Montana,US,2020-03-15 18:20:19,46.9219,-110.4544,7.0,0.0,0.0
3649,,New Hampshire,US,2020-03-14 16:53:03,43.4525,-71.5639,13.0,0.0,0.0
3650,,Tasmania,Australia,2020-03-15 18:20:19,-41.4545,145.9707,6.0,0.0,0.0
3651,,,Ghana,2020-03-15 18:20:18,7.9465,-1.0232,6.0,0.0,0.0
3652,,,Paraguay,2020-03-13 23:33:06,-23.4425,-58.4438,6.0,0.0,0.0
3653,,,Turkey,2020-03-15 18:20:18,38.9637,35.2433,6.0,0.0,0.0
3654,,Delaware,US,2020-03-14 18:13:20,39.3185,-75.5071,7.0,0.0,0.0
3655,,Hawaii,US,2020-03-15 18:20:19,21.0943,-157.4983,6.0,0.0,0.0
3656,,Maine,US,2020-03-15 18:20:19,44.6939,-69.3819,12.0,0.0,0.0
3657,,Mississippi,US,2020-03-14 16:53:03,32.7416,-89.6787,10.0,0.0,0.0
3658,,,Bangladesh,2020-03-15 18:20:18,23.685,90.3563,5.0,0.0,0.0
3659,,French Guiana,France,2020-03-15 06:53:03,3.9339,-53.1258,7.0,0.0,0.0
3660,,Idaho,US,2020-03-15 18:20:19,44.2405,-114.4788,5.0,0.0,0.0
3661,,Missouri,US,2020-03-15 18:20:19,38.4561,-92.2884,5.0,0.0,0.0
3662,,Vermont,US,2020-03-14 22:33:04,44.0459,-72.7107,8.0,0.0,0.0
3663,,Manitoba,Canada,2020-03-14 00:13:05,53.7609,-98.8139,4.0,0.0,0.0
3664,,,Cuba,2020-03-13 23:53:02,21.5218,-77.7812,4.0,0.0,0.0
3665,,,Guyana,2020-03-15 18:20:19,4.8604,-58.9302,4.0,1.0,0.0
3666,,,Liechtenstein,2020-03-14 20:53:02,47.166000000000004,9.5554,4.0,0.0,0.0
3667,,Oklahoma,US,2020-03-14 16:53:03,35.5653,-96.9289,7.0,0.0,0.0
3668,,,Uruguay,2020-03-14 16:33:03,-32.5228,-55.7658,4.0,0.0,0.0
3669,,French Polynesia,France,2020-03-15 18:20:19,-17.6797,-149.4068,3.0,0.0,0.0
3670,,,Honduras,2020-03-15 18:20:19,15.2,-86.2419,3.0,0.0,0.0
3671,,Guam,US,2020-03-15 18:20:19,13.4443,144.7937,3.0,0.0,0.0
3672,,Puerto Rico,US,2020-03-14 18:33:03,18.2208,-66.5901,5.0,0.0,0.0
3673,,Wyoming,US,2020-03-15 02:53:03,42.756,-107.3025,3.0,0.0,0.0
3674,,,Ukraine,2020-03-13 22:22:02,48.3794,31.1656,3.0,1.0,0.0
3675,,Channel Islands,United Kingdom,2020-03-15 18:20:19,49.3723,-2.3644,3.0,0.0,0.0
3676,,,Aruba,2020-03-13 23:53:03,12.5211,-69.9683,2.0,0.0,0.0
3677,,,Burkina Faso,2020-03-13 22:22:02,12.2383,-1.5616,3.0,0.0,0.0
3678,,,Cameroon,2020-03-13 22:22:02,3.8480000000000003,11.5021,2.0,0.0,0.0
3679,,New Brunswick,Canada,2020-03-15 01:53:02,46.5653,-66.4619,2.0,0.0,0.0
3680,,Saskatchewan,Canada,2020-03-14 00:13:05,52.9399,-106.4509,2.0,0.0,0.0
3681,,,Congo (Kinshasa),2020-03-13 22:22:02,-4.0383,21.7587,2.0,0.0,0.0
3682,,St Martin,France,2020-03-14 16:33:03,18.0708,-63.0501,2.0,0.0,0.0
3683,,,Jersey,2020-03-14 16:33:03,49.19,-2.11,2.0,0.0,0.0
3684,,,Kosovo,2020-03-15 18:20:19,42.6026,20.903000000000002,2.0,0.0,0.0
3685,,,Monaco,2020-03-14 23:13:05,43.7384,7.4246,2.0,0.0,0.0
3686,,,Namibia,2020-03-14 16:33:03,-22.9576,18.4904,2.0,0.0,0.0
